Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
33,"Chesapeake , VA",11/19/1983,Virginia Tech,Active,Washington Redskins,14th season,70,Deep Creek HS,"Chesapeake, VA","Hall, DeAngelo",23,deangelohall/2506108,FS,202,
25,"Las Vegas , NV",6/9/1991,Utah State,Active,Arizona Cardinals,4th season,68,Valley HS,"Las Vegas, NV","Williams, Kerwynn",,kerwynnwilliams/2539980,RB,198,
29,"Oklahoma City , OK",11/8/1987,Oklahoma,Active,Minnesota Vikings,8th season,76,Putnam City North HS,"Oklahoma City, OK","Bradford, Sam",8,sambradford/497095,QB,224,
29,"Grand Junction , CO",4/6/1988,Air Force,Active,Atlanta Falcons,4th season,77,Central HS,"Grand Junction, CO","Garland, Ben",63,bengarland/2507865,C,308,
23,"Tampa , FL",1/18/1994,Illinois,Active,Green Bay Packers,2nd season,75,Spoto HS,"Riverview, FL","Allison, Geronimo",81,geronimoallison/2556460,WR,202,
24,"Lithia , FL",12/10/1992,Miami (Fla.),Active,Pittsburgh Steelers,3rd season,75,Alonso HS,"Tampa, FL","Chickillo, Anthony",56,anthonychickillo/2552266,OLB,255,
27,"Indianapolis , IN",11/7/1989,Minnesota,Active,Miami Dolphins,5th season,76,Ben Davis HS,"Indianapolis, IN","Gray, MarQueis",48,marqueisgray/2540259,TE,255,
26,"Norfolk , VA",11/3/1990,Virginia,Active,Atlanta Falcons,5th season,73,Maury HS,"Norfolk, VA","Reynolds, LaRoy",53,laroyreynolds/2541741,MLB,240,
26,"Tyler , TX",7/14/1990,Northwestern State-Louisiana,Active,Seattle Seahawks,6th season,72,John Tyler HS,"Tyler, TX","Lane, Jeremy",20,jeremylane/2534834,CB,190,
33,"Andover , MA",5/24/1984,Brown,Active,New York Giants,11th season,76,Phillips Andover Acad. HS,"Andover, MA","DeOssie, Zak",51,zakdeossie/2507200,LS,249,
32,"Carson , CA",9/18/1984,Washington,Unsigned free agent,Atlanta Falcons,10th season,74,Nathaniel Narbonne HS,"Los Angeles, CA","Goldson, Dashon",,dashongoldson/2495611,DB,200,
25,,11/2/1991,Clemson,Active,Tampa Bay Buccaneers,3rd season,76,First Coast HS,"Jacksonville, FL","Barnes, Tavaris",,tavarisbarnes/2553789,DE,284,
24,"St. Petersburg , FL",10/20/1992,Florida,Active,Atlanta Falcons,2nd season,69,Southeast HS,"Bradenton, FL","Poole, Brian",34,brianpoole/2556445,CB,213,
25,,6/2/1992,Iowa,Active,Atlanta Falcons,Rookie,74,,,"Meyer, Mike",,mikemeyer/2553835,K,190,
19,"Flanders , NJ",7/19/1997,Ohio State,Active,Dallas Cowboys,Rookie,74,Pope John XXIII Regional HS,"Sparta, NJ","Brown, Noah",,noahbrown/2558091,WR,218,
24,"Sayville , NY",11/25/1992,Michigan,Active,Baltimore Ravens,1st season,75,Plymouth HS,MI,"Beyer, Brennen",45,brennenbeyer/2553490,LB,256,
27,"Hephzibah , GA",9/10/1989,Georgia,Active,Detroit Lions,5th season,76,Burke County HS,"Waynesboro, GA","Washington, Cornelius",,corneliuswashington/2539232,DE,292,
28,"Augusta , GA",3/22/1989,Alabama,Active,New York Jets,7th season,77,Hephzibah HS,GA,"Carpenter, James",77,jamescarpenter/2495134,G,321,
24,,7/5/1992,Pittsburgh,Active,Detroit Lions,1st season,77,,,"Rotheram, Matt",,mattrotheram/2553595,OG,325,
23,"Fort Myers , FL",2/11/1994,Clemson,Active,Minnesota Vikings,2nd season,76,South Fort Myers HS,"Fort Myers, FL","Kearse, Jayron",27,jayronkearse/2555156,SS,215,
28,"North Charleston , SC",2/28/1989,Florida,Active,Cincinnati Bengals,8th season,78,Fort Dorchester HS,"North Charleston, SC","Dunlap, Carlos",96,carlosdunlap/496780,DE,280,
25,"Lake Charles , LA",2/22/1992,Texas A&M,Active,Washington Redskins,3rd season,72,DeRidder HS,LA,"Everett, Deshazor",22,deshazoreverett/2553710,CB,198,
23,Dangriga Belize,7/3/1993,Southern Mississippi,Active,Kansas City Chiefs,3rd season,74,Central HS,"Phenix City, AL","Nunez-Roches, Rakeem",,rakeemnunez-roches/2552674,DT,307,
23,,9/30/1993,Michigan,Active,Cincinnati Bengals,Rookie,75,Marmion Academy HS,"Aurora, IL","Glasgow, Ryan",,ryanglasgow/2557851,DT,299,
25,"Detroit , MI",12/6/1991,Michigan State,Active,Chicago Bears,3rd season,72,John Glenn HS,"Westland, MI","Langford, Jeremy",33,jeremylangford/2552379,RB,211,
27,"Thomasville , GA",10/19/1989,Clemson,Active,Cincinnati Bengals,6th season,74,Thomasville HS,GA,"Thompson, Brandon",98,brandonthompson/2532959,DT,305,
23,"Baltimore , MD",9/15/1993,Penn State,Active,Los Angeles Chargers,2nd season,71,Calvert Hall HS,"Baltimore, MD","Williams, Trevor",42,trevorwilliams/2556828,CB,191,
34,"Westminster , SC",8/11/1982,Pittsburgh,Active,Carolina Panthers,14th season,73,West Oak HS,"Westminster, SC","Lee, Andy",8,andylee/2506017,P,185,
24,"Long Beach , CA",8/27/1992,Washington,Active,Chicago Bears,3rd season,72,Jordan HS,"Long Beach, CA","Timu, John",,johntimu/2553610,ILB,245,
26,"Laie , HI",1/26/1991,Notre Dame,Active,New Orleans Saints,5th season,73,Punahou School HS,"Honolulu, HI","Te'o, Manti",,mantite'o/2539277,LB,241,
28,"Queens , NY",3/13/1989,Syracuse,Active,Kansas City Chiefs,5th season,76,Central Islip HS,NY,"Tiller, Andrew",,andrewtiller/2533351,OG,324,
24,"West Chester , PA",4/12/1993,Penn State,Active,Cleveland Browns,2nd season,79,Malvern Preparatory School HS,PA,"Nassib, Carl",94,carlnassib/2555270,DE,275,
31,"Mount Kisco , NY",8/8/1985,Notre Dame,Active,Los Angeles Rams,9th season,76,Greenwich HS,CT,"Sullivan, John",,johnsullivan/2507491,C,310,
27,"Cheraw , SC",1/8/1990,Clemson,Active,Arizona Cardinals,5th season,74,Cheraw HS,SC,"Brown, Jaron",13,jaronbrown/2541966,WR,205,
31,"Memphis , TN",5/28/1986,Mississippi,Active,Carolina Panthers,9th season,76,Briarcrest Christian School HS,"Memphis, TN","Oher, Michael",73,michaeloher/71419,T,315,
,,,Louisville,Active,Tennessee Titans,Rookie,75,,,"Pascascio, Gio",,giopascascio/2559346,WR,194,
28,"Dallas , TX",10/16/1988,LSU,Active,Philadelphia Eagles,6th season,70,MacArthur HS,"Irving, TX","Brooks, Ron",33,ronbrooks/2533332,CB,190,
25,"Rialto , CA",5/31/1992,Nebraska,Active,New York Jets,3rd season,74,Rancho Verde HS,"Moreno Valley, CA","Enunwa, Quincy",81,quincyenunwa/2543828,WR,225,
23,"Oahu , HI",5/5/1994,Texas,Active,San Francisco 49ers,Rookie,72,,,"Rose, Nick",,nickrose/2556450,K,190,
23,"Everett , WA",10/19/1993,Notre Dame,Active,Cincinnati Bengals,2nd season,71,Mariner HS,"Everett, WA","Russell, KeiVarae",20,keivaraerussell/2555547,CB,192,
25,"Rahway , NJ",8/27/1991,Miami (Fla.),Active,Arizona Cardinals,2nd season,77,,,"Pierre, Olsen",72,olsenpierre/2553583,DT,293,
27,"Washington , DC",5/7/1990,Maryland,Active,Washington Redskins,2nd season,77,Gonzaga HS,"Washington, DC","Francis, A.J.",,a.j.francis/2541707,DT,330,
26,"Miami , FL",11/27/1990,Purdue,Active,Tampa Bay Buccaneers,4th season,77,Miami Central HS,FL,"Pamphile, Kevin",64,kevinpamphile/2549971,OG,310,
26,,1/3/1991,Emporia State,Active,Carolina Panthers,1st season,74,,,"Richards, Jeff",,jeffrichards/2558303,DB,210,
27,"Dallas , TX",9/18/1989,Baylor,Active,Dallas Cowboys,5th season,74,W.T. White HS,"Dallas, TX","Williams, Terrance",83,terrancewilliams/2539205,WR,210,
27,"Washington , DC",3/19/1990,Illinois,Active,Detroit Lions,6th season,72,Howard D. Woodson HS,"Washington, DC","Wilson, Tavon",32,tavonwilson/2534830,SS,212,
20,"Nashville , TN",6/25/1996,Tennessee,Active,Philadelphia Eagles,Rookie,75,Brentwood Academy HS,"Brentwood, TN","Barnett, Derek",,derekbarnett/2557984,DE,268,
28,"Sweeny , TX",1/18/1989,Texas Christian,Active,Cleveland Browns,6th season,74,Sweeny HS,TX,"Carder, Tank",59,tankcarder/2533029,ILB,235,
23,,2/20/1994,Louisville,Active,Washington Redskins,Rookie,77,Lowndes HS,"Valdosta, GA","Harvey-Clemons, Josh",,joshharvey-clemons/2557880,SAF,228,
29,"Dallas , TX",2/25/1988,Florida State,Unsigned free agent,San Francisco 49ers,6th season,74,Colleyville Heritage HS,TX,"Ponder, Christian",15,christianponder/2495215,QB,230,
23,,2/16/1994,Wake Forest,Active,Seattle Seahawks,1st season,76,,,"Harris, Tylor",,tylorharris/2557539,DE,284,
29,"Columbia , SC",1/9/1988,The Citadel,Active,Atlanta Falcons,8th season,71,Spring Valley HS,"Columbia, SC","Roberts, Andre",,andreroberts/497320,WR,192,
23,,3/13/1994,Harvard,Active,Arizona Cardinals,2nd season,77,Roncalli HS,"Indianapolis, IN","Toner, Cole",61,coletoner/2555194,OG,300,
25,,9/7/1991,Iowa,Active,Los Angeles Rams,2nd season,73,Lane Tech HS,"Chicago, IL","Trinca-Pasat, Louis",,louistrinca-pasat/2553745,DT,292,
26,"Orange , CA",7/5/1990,San Diego State,Active,Arizona Cardinals,6th season,77,Troy HS,"Fullerton, CA","Brewer, Aaron",,aaronbrewer/2535529,LS,230,
23,,5/6/1994,Michigan State,Active,Minnesota Vikings,Rookie,71,,,"Shelton, R.J.",,r.j.shelton/2558996,WR,205,
23,"Houston , TX",7/4/1993,Baylor,Active,Miami Dolphins,2nd season,73,Phillis Wheatley HS,"Houston, TX","Howard, Xavien",25,xavienhoward/2555539,CB,198,
28,"Baton Rouge , LA",4/29/1989,Memphis,Active,Denver Broncos,5th season,75,Southern U. Lab HS,"Baton Rouge, LA","Leary, Ronald",,ronaldleary/2533454,G,320,
25,"San Jose , CA",4/25/1992,Oregon State,Active,Los Angeles Rams,3rd season,78,Foothill HS,"Pleasanton, CA","Mannion, Sean",14,seanmannion/2552576,QB,233,
22,"Elk Grove , CA",6/30/1994,Colorado,Active,Dallas Cowboys,Rookie,75,Roseville HS,CA,"Carrell, Jordan",,jordancarrell/2558862,DT,300,
24,Pordenone Italy,7/21/1992,Bowling Green State,Active,Tampa Bay Buccaneers,3rd season,71,Northland HS,"Columbus, OH","Adjei-Barimah, Jude",38,judeadjei-barimah/2554332,CB,200,
23,,4/30/1994,Indiana State,Active,Detroit Lions,Rookie,77,,,"Tonyan, Robert",,roberttonyan/2559270,WR,201,
29,"Fort Lauderdale , FL",2/15/1988,Florida,Active,Pittsburgh Steelers,7th season,78,St. Thomas Aquinas HS,"Fort Lauderdale, FL","Gilbert, Marcus",77,marcusgilbert/2508111,T,330,
21,"New Orleans , LA",10/12/1995,LSU,Active,Green Bay Packers,Rookie,74,John Curtis HS,"New Orleans, LA","Dupre, Malachi",,malachidupre/2558095,WR,196,
21,"Detroit , MI",11/26/1995,Michigan,Active,Seattle Seahawks,Rookie,73,Cass Technical HS,"Detroit, MI","Hill, Delano",,delanohill/2558077,SS,216,
25,"Fontana , CA",1/18/1992,Vanderbilt,Active,Tennessee Titans,2nd season,71,South Gwinnett HS,"Snellville, GA","Krause, Jonathan",,jonathankrause/2550216,WR,190,
28,"Portland , OR",4/11/1989,Oregon State,Active,Minnesota Vikings,5th season,77,Jesuit HS,"Portland, OR","Remmers, Mike",,mikeremmers/2535607,T,310,
26,"Miami , FL",11/27/1990,Florida State,Active,Los Angeles Rams,4th season,68,Miami Southwest HS,FL,"Joyner, Lamarcus",20,lamarcusjoyner/2543492,CB,184,
22,"Houston , TX",10/3/1994,Nebraska,Active,Arizona Cardinals,1st season,76,Alief Taylor HS,"Houston, TX","Price, Givens",63,givensprice/2556446,DT,310,
28,"Newport News , VA",4/18/1989,West Virginia,Active,Green Bay Packers,6th season,76,Seneca Valley HS,"Harmony, PA","Barclay, Don",67,donbarclay/2534827,OG,305,
24,"Waycross , GA",9/15/1992,Georgia Tech,Active,Indianapolis Colts,2nd season,71,Charlton Co. HS,"Folkston, GA","Milton, Chris",,chrismilton/2556394,DB,190,
27,"Columbus , OH",8/25/1989,Ohio State,Unsigned free agent,New Orleans Saints,3rd season,75,Dublin Coffman HS,"Dublin, OH","Stoneburner, Jake",,jakestoneburner/2539283,TE,261,
23,"Middleburg , VA",9/19/1993,Virginia Commonwealth,Active,Indianapolis Colts,Rookie,78,,,"Alie-Cox, Mo",,moalie-cox/2558832,TE,260,
24,"Temple Hills , MD",1/9/1993,Maryland,Active,Washington Redskins,Rookie,71,,,"Jacobs, Levern",,levernjacobs/2558890,WR,181,
24,,8/21/1992,Boston College,Active,Pittsburgh Steelers,2nd season,81,Avon Lake HS,OH,"Mihalik, Brian",69,brianmihalik/2552268,OT,302,
33,"Portland , OR",6/15/1983,Oregon State,Active,Carolina Panthers,13th season,78,Scappoose HS,OR,"Anderson, Derek",3,derekanderson/2506546,QB,235,
23,"Houston , TX",6/2/1994,Texas A&M,Active,Seattle Seahawks,2nd season,77,Westside HS,"Houston, TX","Ifedi, Germain",76,germainifedi/2555395,OG,325,
24,"Macon , GA",2/12/1993,Kentucky,Active,Pittsburgh Steelers,3rd season,76,Wilkinson County HS,"Irwinton, GA","Dupree, Bud",,buddupree/2552289,OLB,269,
29,"Glassboro , NJ",12/11/1987,Rutgers,Active,Tampa Bay Buccaneers,6th season,76,Glassboro HS,NJ,"Johnson, George",94,georgejohnson/2517637,DE,265,
28,"San Bernardino , CA",8/3/1988,Nevada,Active,Denver Broncos,7th season,77,Tulare HS,CA,"Green, Virgil",85,virgilgreen/2495288,TE,255,
23,"Montgomery , AL",3/15/1994,Georgia Tech,Active,New Orleans Saints,Rookie,71,,,"Thomas, Justin",,justinthomas/2559367,DB,179,
23,"Roy , UT",8/20/1993,Utah State,Active,Cincinnati Bengals,2nd season,74,Fremont HS,"Plain City, UT","Vigil, Nick",59,nickvigil/2555528,ILB,239,
29,"Chicago , IL",10/12/1987,Oregon,Active,Indianapolis Colts,5th season,75,Eisenhower HS,"Blue Island, IL","Williams, Brandon",,brandonwilliams/2539645,TE,247,
22,"Indianapolis , IN",11/9/1994,Indiana,Active,Oakland Raiders,2nd season,76,North Central HS,"Indianpolis, IN","Latham, Darius",75,dariuslatham/2556811,DT,306,
25,"Iowa City , IA",9/20/1991,Arkansas,Active,Denver Broncos,3rd season,77,Iowa City HS,IA,"Derby, A.J.",83,a.j.derby/2552580,TE,255,
25,,4/29/1992,South Florida,Active,Kansas City Chiefs,2nd season,74,,,"Cliett, Reshard",,reshardcliett/2553449,OLB,222,
25,"Houston , TX",10/5/1991,Arkansas,Active,Pittsburgh Steelers,5th season,70,Thurgood Marshall HS,"Missouri City, TX","Davis, Knile",,kniledavis/2540178,RB,227,
21,"Gainesville , GA",9/14/1995,Clemson,Active,Houston Texans,Rookie,75,Gainesville HS,GA,"Watson, Deshaun",,deshaunwatson/2558063,QB,218,
,,,Washburn,Active,San Francisco 49ers,Rookie,72,,,"Franklin, Zach",,zachfranklin/2559022,DB,200,
24,"Richland , VA",11/15/1992,Eastern Washington,Active,Philadelphia Eagles,1st season,76,,,"Neary, Aaron",,aaronneary/2556630,C,284,
27,"Charleston , WV",6/11/1989,Baylor,Active,Green Bay Packers,4th season,71,Klein Collins HS,"Spring, TX","Goodson, Demetri",39,demetrigoodson/2543557,CB,197,
25,"Bowie , MD",6/13/1991,Virginia,Active,Jacksonville Jaguars,4th season,78,Centreville HS,"Clifton, VA","Bowanko, Luke",,lukebowanko/2550150,C,313,
23,"McDonough , GA",2/28/1994,Alabama,Active,New York Giants,Rookie,75,Henry County HS,"McDonough, GA","Tomlinson, Dalvin",,dalvintomlinson/2557846,DT,312,
25,"Carrollton , TX",7/29/1991,Wis.-Milwaukee,Active,Kansas City Chiefs,4th season,79,Jacksonville HS,AR,"Harris, Demetrius",84,demetriusharris/2541187,TE,230,
26,"Houston , TX",9/17/1990,LSU,Active,Carolina Panthers,5th season,73,Cypress Ridge HS,"Houston, TX","Shepard, Russell",,russellshepard/2541944,WR,195,
23,,2/16/1994,Pittsburgh,Active,Denver Broncos,Rookie,75,,,"Jarrett, Tyrique",,tyriquejarrett/2559192,DT,340,
27,"Haines City , FL",12/27/1989,Florida State,Active,Pittsburgh Steelers,5th season,73,Ridge Community HS,"Davenport, FL","Williams, Vince",98,vincewilliams/2540221,ILB,233,
26,"Miami , FL",5/6/1991,Central Florida,Active,Atlanta Falcons,5th season,72,North Miami Beach HS,FL,"Ishmael, Kemal",36,kemalishmael/2541431,SS,206,
26,"Cleveland , OH",4/12/1991,Ashland,Active,Cleveland Browns,3rd season,75,Valley Forge HS,"Parma Heights, OH","Meder, Jamie",98,jamiemeder/2550230,DE,308,
21,,12/4/1995,Michigan State,Active,Washington Redskins,Rookie,74,Gateway HS,"Monroeville, PA","Nicholson, Montae",,montaenicholson/2558133,SAF,212,
29,"Houston , TX",9/25/1987,Arizona,Active,San Francisco 49ers,8th season,75,North Shore HS,"Houston, TX","Mitchell, Earl",,earlmitchell/496822,DT,310,
22,"Dallas , TX",11/19/1994,Texas,Active,Cincinnati Bengals,Rookie,77,,,"Perkins, Kent",,kentperkins/2558987,OG,320,
22,"Bakersfield , CA",6/20/1994,USC,Active,New York Jets,3rd season,77,Mainland HS,"Daytona Beach, FL","Williams, Leonard",92,leonardwilliams/2552486,NT,302,
23,"Baton Rouge , LA",7/26/1993,Louisiana State University - Shreveport,Active,Dallas Cowboys,3rd season,76,Redemptorist HS,"Baton Rouge, LA","Collins, La'el",71,la'elcollins/2553505,OG,321,
29,"Chesapeake , VA",5/28/1988,Florida,Unsigned free agent,Buffalo Bills,8th season,71,Landstown HS,"Virginia Beach, VA","Harvin, Percy",11,percyharvin/80425,WR,184,
26,"Fort Wayne , IN",9/8/1990,Notre Dame,Active,Cincinnati Bengals,5th season,78,Bishop Dwenger HS,"Fort Wayne, IN","Eifert, Tyler",85,tylereifert/2540148,TE,250,
22,,11/21/1994,Michigan,Active,Cleveland Browns,Rookie,74,Butler HS,"Matthews, NC","Stribling, Channing",,channingstribling/2559259,CB,175,
27,"Dumont , NJ",3/22/1990,Boston College,Active,Miami Dolphins,1st season,77,Wayne Valley HS,"Wayne, NJ","Pantale, Chris",,chrispantale/2539208,TE,254,
24,,1/27/1993,Virginia,Active,Dallas Cowboys,1st season,76,,,"Burbank, Ross",,rossburbank/2556795,C,294,
24,"Fayetteville , AR",9/5/1992,Arkansas,Active,Jacksonville Jaguars,2nd season,74,Fayetteville HS,AR,"Allen, Brandon",10,brandonallen/2555365,QB,219,
22,"Sylacauga , AL",3/15/1995,Clemson,Active,Indianapolis Colts,2nd season,74,Sylacauga HS,AL,"Green, T.J.",32,t.j.green/2555537,FS,205,
24,,10/14/1992,South Carolina,Active,Tampa Bay Buccaneers,1st season,72,,,"Johnson, Isaiah",39,isaiahjohnson/2556567,DB,209,
22,"McDonough , GA",4/22/1995,Notre Dame,Active,Los Angeles Chargers,Rookie,76,Eagle's Landing Christian HS,"McDonough, GA","Rochell, Isaac",,isaacrochell/2557860,DT,282,
32,"Toms River , NJ",7/10/1984,Rutgers,Active,Cincinnati Bengals,9th season,77,Southern Regional HS,"Manahawkin, NJ","Harris, Clark",46,clarkharris/2495620,LS,250,
25,"Baxley , GA",3/15/1992,Florida State,Active,Atlanta Falcons,4th season,68,Miami Central HS,FL,"Freeman, Devonta",24,devontafreeman/2543583,RB,206,
25,"San Bernardino , CA",5/1/1992,Arkansas,Active,Tennessee Titans,2nd season,76,Cajon HS,"San Bernardino, CA","Tretola, Sebastian",79,sebastiantretola/2555143,OG,314,
23,"Detroit , MI",12/23/1993,Michigan State,Active,San Francisco 49ers,2nd season,72,Harrison HS,"Farmington Hills, MI","Burbridge, Aaron",13,aaronburbridge/2555362,WR,208,
22,"Merced , CA",7/27/1994,Stanford,Injured reserve,Philadelphia Eagles,1st season,74,Buhach Colony HS,CA,"Shittu, Aziz",61,azizshittu/2556866,DE,288,
27,"Westlake , OH",10/5/1989,Cincinnati,Active,Kansas City Chiefs,5th season,77,Cleveland Heights HS,OH,"Kelce, Travis",87,traviskelce/2540258,TE,260,
22,"Bellwood , IL",12/6/1994,Florida,Active,Indianapolis Colts,2nd season,73,Bolingbrook HS,IL,"Morrison, Antonio",44,antoniomorrison/2555160,ILB,232,
28,"Tampa , FL",7/20/1988,South Florida,Active,Washington Redskins,7th season,74,Pensacola HS,FL,"McClain, Terrell",,terrellmcclain/2495311,DT,302,
24,"Houston , TX",10/9/1992,California,Active,New Orleans Saints,2nd season,72,The Woodlands HS,TX,"Lasco, Daniel",36,daniellasco/2555219,RB,205,
21,"Charlotte , NC",1/1/1996,North Carolina,Active,Oakland Raiders,Rookie,71,Charlotte Catholic HS,NC,"Hood, Elijah",,elijahhood/2558113,RB,232,
24,"Lithonia , GA",7/10/1992,Central Florida,Active,Miami Dolphins,2nd season,72,Buford HS,GA,"Johnson, Storm",,stormjohnson/2543570,RB,216,
24,"Moultrie , GA",8/23/1992,Florida State,Active,Cleveland Browns,3rd season,77,Colquitt Co. HS,"Moultrie, GA","Erving, Cameron",74,cameronerving/2552240,C,313,
32,"Rochester , NY",11/4/1984,Virginia,Active,Jacksonville Jaguars,10th season,77,Glen Burnie HS,MD,"Albert, Branden",,brandenalbert/660,OT,314,
23,"Michigan , MI",12/16/1993,Utah,Active,Cincinnati Bengals,Rookie,77,Desert Vista HS,"Phoenix, AZ","Dielman, J.J",,j.jdielman/2558852,C,309,
22,"Rialto , CA",4/3/1995,Brigham Young,Active,Green Bay Packers,Rookie,72,Summit HS,"Fontana, CA","Williams, Jamaal",,jamaalwilliams/2558204,RB,212,
22,"Oklahoma City , OK",7/16/1994,Oklahoma State,Active,Dallas Cowboys,Rookie,77,,,"Jarwin, Blake",,blakejarwin/2559193,TE,236,
23,"San Francisco , CA",7/4/1993,California,Active,Green Bay Packers,2nd season,73,Alhambra HS,CA,"Davis, Trevor",11,trevordavis/2555413,WR,188,
25,"Columbus , GA",5/20/1992,Georgia State,Active,Arizona Cardinals,4th season,77,Bradwell Inst. HS,"Hinesville, GA","John, Ulrick",75,ulrickjohn/2550166,OT,307,
23,"Oneida , NY",8/24/1993,Syracuse,Active,Denver Broncos,2nd season,76,Christian Brothers Academy HS,"Syracuse, NY","Dixon, Riley",9,rileydixon/2555152,P,221,
24,,12/11/1992,Washington State,Injured reserve,Philadelphia Eagles,Rookie,74,Garey HS,"Pomona, CA","Williams, Dom",,domwilliams/2556827,WR,200,
29,"Lancaster , PA",12/31/1987,Penn State,Unsigned free agent,Jacksonville Jaguars,8th season,77,Lebanon HS,PA,"Odrick, Jared",75,jaredodrick/496835,DE,298,
29,"Greenville , SC",12/29/1987,Missouri,Unsigned free agent,Atlanta Falcons,7th season,74,Jasper HS,TX,"Weatherspoon, Sean",56,seanweatherspoon/496963,OLB,244,
23,,3/9/1994,Mississippi,Active,Pittsburgh Steelers,1st season,69,Sandy Creek HS,GA,"Hilton, Mike",,mikehilton/2556559,DB,184,
26,"Sumter , SC",6/17/1990,Presbyterian,Active,Arizona Cardinals,6th season,72,Blythewood HS,SC,"Bethel, Justin",28,justinbethel/2532792,CB,200,
23,"Milwaukee , WI",1/7/1994,Minnesota,Active,Kansas City Chiefs,2nd season,71,Riverside University HS,"Milwaukee, WI","Murray, Eric",21,ericmurray/2555173,CB,199,
26,"Mont Saint Hilaire , Quebec",2/11/1991,McGill (Canada),Active,Kansas City Chiefs,4th season,77,College Andre-Grasset HS,"Montreal, Quebec, Canada","Duvernay-Tardif, Laurent",76,laurentduvernay-tardif/2543816,OG,321,
26,"Oklahoma City , OK",1/26/1991,Oklahoma State,Active,Jacksonville Jaguars,3rd season,70,Vista Ridge HS,"Cedar Park, TX","Patmon, Tyler",,tylerpatmon/2550659,DB,188,
23,,11/18/1993,Purdue,Active,New England Patriots,Rookie,76,,,"King, Jason",74,jasonking/2558960,OG,310,
24,"San Bernardino , CA",6/5/1993,San Diego State,Active,Atlanta Falcons,Rookie,70,Cajon HS,"San Bernardino, CA","Kazee, Damontae",,damontaekazee/2558184,CB,183,
21,"Long Beach , CA",12/26/1995,Boise State,Active,Tampa Bay Buccaneers,Rookie,69,Santa Margarita Catholic HS,"Rancho Santa Margarita, CA","McNichols, Jeremy",,jeremymcnichols/2557977,RB,212,
33,"Melbourne , FL",9/21/1983,Florida,Active,Oakland Raiders,11th season,71,Palm Bay HS,FL,"Nelson, Reggie",27,reggienelson/2507167,FS,210,
24,"Omaha , NE",5/23/1993,Nebraska,Active,Denver Broncos,2nd season,73,Gretna HS,NE,"Janovich, Andy",32,andyjanovich/2555432,FB,238,
25,"Arlington , TX",6/9/1991,Stanford,Unsigned free agent,Arizona Cardinals,5th season,69,Mansfield HS,TX,"Taylor, Stepfan",30,stepfantaylor/2539315,RB,216,
27,Luputa Congo,1/31/1990,Eastern Michigan,Active,Oakland Raiders,3rd season,75,Vieux Montreal HS,"Montreal, Quebec, Canada","Mulumba, Andy",,andymulumba/2541871,LB,260,
23,"Raleigh , MS",8/6/1993,Mississippi,Active,Indianapolis Colts,4th season,74,Raleigh HS,MS,"Moncrief, Donte",10,dontemoncrief/2543614,WR,222,
35,"Goldsboro , NC",10/18/1981,North Carolina,Unsigned free agent,Pittsburgh Steelers,13th season,75,Southern Wayne HS,"Dudley, NC","Warren, Greg",60,gregwarren/2506151,LS,252,
24,,4/25/1993,Oklahoma,Active,Jacksonville Jaguars,1st season,76,Trinity HS,"Euless, TX","Kasitati, Nila",,nilakasitati/2556881,OG,315,
24,"Lauderdale Lakes , FL",10/4/1992,Florida,Active,Houston Texans,4th season,72,St. Thomas Aquinas HS,"Fort Lauderdale, FL","Roberson, Marcus",,marcusroberson/2550442,DB,191,
24,"Laie , HI",7/24/1992,Washington,Active,New Orleans Saints,3rd season,75,Kahuku HS,HI,"Kikaha, Hau'oli",44,hau'olikikaha/2552292,OLB,246,
23,"Brandon , MS",2/16/1994,Mississippi State,Active,Pittsburgh Steelers,Rookie,75,,,"Adams, Nelson",,nelsonadams/2559130,DT,289,
33,"Santa Ana , CA",12/30/1983,Utah,Unsigned free agent,Carolina Panthers,11th season,76,Nuuuli Poly Tech HS,"Pago Pago, American Samoa","Soliai, Paul",90,paulsoliai/2507195,DE,345,
27,"Greenlawn , NY",10/23/1989,Boston College,Active,Arizona Cardinals,3rd season,79,Elwood-John H. Glenn HS,"Elwood, NY","Momah, Ifeanyi",80,ifeanyimomah/2541096,TE,255,
27,"Boca Raton , FL",1/8/1990,Georgia,Active,Seattle Seahawks,6th season,70,Cardinal Gibbons HS,"Fort Lauderdale, FL","Walsh, Blair",,blairwalsh/2532968,K,170,
25,"Altamonte Springs , FL",4/28/1992,Central Florida,Active,Jacksonville Jaguars,4th season,77,Oviedo HS,FL,"Bortles, Blake",5,blakebortles/2543477,QB,239,
24,"Bastrop , TX",4/13/1993,Florida,Active,San Francisco 49ers,3rd season,80,Westover HS,"Albany, GA","Brown, Trent",77,trentbrown/2552350,OT,355,
,,,Houston,Active,San Francisco 49ers,Rookie,74,,,"McCloskey, Tyler",,tylermccloskey/2559031,RB,212,
26,"Waterbury , CT",5/25/1991,Southern Connecticut State,Active,Tennessee Titans,2nd season,75,Crosby HS,"Waterbury, CT","Cunningham, Jerome",84,jeromecunningham/2551359,TE,250,
30,"San Bernardino , CA",4/8/1987,USC,Active,Buffalo Bills,7th season,71,Colton HS,CA,"Wright, Shareece",,shareecewright/2495251,DB,184,
