name,age,birth_place,birthday,weight_lbs,height_in,college,player_id,number,position,current_stat,current_team,experience,high_school,high_school_loc,yrs_played
Ruffin Hamilton,46.0,"Detroit , MI",3/2/1971,235.0,73.0,Tulane,ruffinhamilton/2500996,,,Retired,,4 Seasons,,,1994 - 1999
Dale Gentry,,"Umapine , OR",7/2/1917,223.0,75.0,Washington State,dalegentry/2514756,,,Retired,,3 Seasons,,,1946 - 1948
Brian Randolph,24.0,"Marietta , GA",10/20/1992,198.0,72.0,Tennessee,brianrandolph/2556659,43.0,DB,Active,Los Angeles Rams,2nd season,,,
James Manley,42.0,"Birmingham , AL",7/11/1974,316.0,74.0,Vanderbilt,jamesmanley/2501859,,,Retired,,2 Seasons,,,1996 - 1997
Chuck Bednarik,,"Bethlehem , PA",5/1/1925,233.0,75.0,Pennsylvania,chuckbednarik/2509291,,,Retired,,14 Seasons,,,1949 - 1962
Fred Gibson,35.0,"Waycross , GA",10/26/1981,202.0,76.0,Georgia,fredgibson/2506468,,,Retired,,1 Season,,,2006 - 2007
Jake Laptad,28.0,,7/29/1988,260.0,76.0,Kansas,jakelaptad/2531084,,,Retired,,1 Season,,,2011 - 2011
O.J. Childress,40.0,"Hermitage , TN",12/6/1976,245.0,73.0,Clemson,o.j.childress/2500061,,,Retired,,2 Seasons,,,1999 - 2000
Pat Richter,75.0,"Madison , WI",9/9/1941,229.0,77.0,Wisconsin,patrichter/2524133,,,Retired,,8 Seasons,,,1963 - 1970
Rhondy Weston,51.0,"Belle Glade , FL",6/7/1966,274.0,77.0,Florida,rhondyweston/2503602,,,Retired,,2 Seasons,,,1989 - 1991
Len Johnson,71.0,"Worthington , MN",1/26/1946,250.0,74.0,St. Cloud State,lenjohnson/2517706,,,Retired,,1 Season,,,1970 - 1970
Brandon Banks,29.0,,12/21/1987,153.0,67.0,Kansas State,brandonbanks/497266,,,Retired,,3 Seasons,,,2010 - 2012
Reggie Rivers,49.0,"Dayton , OH",2/22/1968,215.0,73.0,Texas State,reggierivers/2502680,,,Retired,,6 Seasons,,,1991 - 1996
David Irving,23.0,"San Diego , CA",8/18/1993,273.0,79.0,Iowa State,davidirving/2553805,95.0,DT,Active,Dallas Cowboys,3rd season,San Jacinto HS,CA,
Marqui Christian,22.0,"Houston , TX",10/27/1994,196.0,71.0,Midwestern State,marquichristian/2556277,41.0,DB,Active,Los Angeles Rams,2nd season,Spring HS,TX,
Glenn Inverso,58.0,,6/24/1958,199.0,73.0,Liberty,glenninverso/2517174,,,Retired,,1 Season,,,1984 - 1984
Tony Peters,64.0,"Oklahoma City , OK",4/28/1953,187.0,73.0,Oklahoma,tonypeters/2523069,,,Retired,,10 Seasons,,,1975 - 1985
Brian Kelley,65.0,"Dallas , TX",9/1/1951,230.0,75.0,California Lutheran,briankelley/2518260,,,Retired,,11 Seasons,,,1973 - 1983
Ron Essink,58.0,"Zeeland , MI",7/30/1958,260.0,78.0,Grand Valley State,ronessink/2513706,,,Retired,,6 Seasons,,,1980 - 1985
Dwight Anderson,35.0,Spanish Town Jamaica,7/5/1981,185.0,70.0,South Dakota,dwightanderson/2505730,,,Retired,,2 Seasons,,,2004 - 2006
Ben Ishola,36.0,Berlin West Germany,6/8/1980,255.0,75.0,Indiana,benishola/2506754,,,Retired,,2 Seasons,,,2006 - 2008
Johnny Baldwin,33.0,"Bessemer , AL",4/1/1984,230.0,73.0,Alabama A&M,johnnybaldwin/2507215,,,Retired,,1 Season,,,2007 - 2008
Michael Campanaro,26.0,"Silver Spring , MD",1/25/1991,191.0,69.0,Wake Forest,michaelcampanaro/2550163,,WR,Active,Baltimore Ravens,3rd season,River Hill HS,"Clarksville, MD",
J.P. Darche,42.0,"Montreal , Quebec",2/28/1975,242.0,72.0,McGill (Canada),j.p.darche/2504093,,,Retired,,9 Seasons,,,2000 - 2008
Barry Richardson,31.0,"Mount Pleasant , SC",5/15/1986,319.0,78.0,Clemson,barryrichardson/838,,,Retired,,6 Seasons,,,2008 - 2013
Mike Noble,53.0,"Santa Ana , CA",10/31/1963,220.0,76.0,Stanford,mikenoble/2522195,,,Retired,,1 Season,,,1987 - 1987
Mario DeMarco,,"Boonton , NJ",7/24/1924,200.0,71.0,Miami (Fla.),mariodemarco/2512768,,,Retired,,1 Season,,,1949 - 1949
Troy Evans,39.0,"Bay City , MI",12/3/1977,238.0,75.0,Cincinnati,troyevans/2504358,,,Retired,,9 Seasons,,,2002 - 2010
Marshall Goldberg,,"Elkins , WV",10/25/1917,190.0,71.0,Pittsburgh,marshallgoldberg/2515002,,,Retired,,8 Seasons,,,1939 - 1948
John Federovitch,,"Wyano , PA",6/26/1917,261.0,77.0,Davis & Elkins,johnfederovitch/2513899,,,Retired,,2 Seasons,,,1941 - 1946
Marne Intrieri,,"Steelton , PA",9/13/1907,250.0,68.0,Loyola (Balt.),marneintrieri/2517173,,,Retired,,3 Seasons,,,1932 - 1934
Antoineo Harris,37.0,"Chicago , IL",7/17/1979,225.0,71.0,Illinois,antoineoharris/2505301,,,Retired,,1 Season,,,2003 - 2003
Walt Cassidy,,"Youngstown , OH",10/16/1899,200.0,70.0,Detroit Mercy,waltcassidy/2511265,,,Retired,,1 Season,,,1924 - 1924
Eddie Pleasant,28.0,"Compton , CA",12/17/1988,200.0,70.0,Oregon,eddiepleasant/2532928,35.0,DB,Active,Houston Texans,5th season,Kennedy HS,"La Palma, CA",
Jack Jacobson,75.0,"Stillwater , OK",6/23/1941,200.0,74.0,Oklahoma State,jackjacobson/2517352,,,Retired,,1 Season,,,1965 - 1965
Jack Laraway,81.0,"Erie , PA",9/20/1935,220.0,73.0,Purdue,jacklaraway/2519093,,,Retired,,2 Seasons,,,1960 - 1961
Willie Banks,,"Greenville , MS",3/17/1946,250.0,74.0,Alcorn State,williebanks/2508966,,,Retired,,4 Seasons,,,1968 - 1973
Jeremy Kerley,28.0,"Austin , TX",11/8/1988,188.0,69.0,Texas Christian,jeremykerley/2495189,17.0,WR,Active,San Francisco 49ers,7th season,Hutto HS,TX,
A.J. Feeley,40.0,"Caldwell , ID",5/16/1977,216.0,75.0,Oregon,a.j.feeley/2504566,,,Retired,,11 Seasons,,,2001 - 2011
MyCole Pruitt,25.0,"South Bend , IN",3/24/1992,258.0,74.0,Southern Illinois,mycolepruitt/2552401,80.0,TE,Active,Chicago Bears,3rd season,Kirkwood HS,MO,
Martin Harrison,49.0,"Livermore , CA",9/20/1967,258.0,77.0,Washington,martinharrison/2501061,,,Retired,,8 Seasons,,,1990 - 1999
Dan Reeves,73.0,"Rome , GA",1/19/1944,200.0,73.0,South Carolina,danreeves/2523901,,,Retired,,8 Seasons,,,1965 - 1972
Mike Zordich,53.0,"Youngstown , OH",10/12/1963,212.0,73.0,Penn State,mikezordich/2503863,,,Retired,,12 Seasons,,,1987 - 1998
Eric Olsen,28.0,"Staten Island , NY",6/16/1988,306.0,76.0,Notre Dame,ericolsen/2508059,,,Retired,,6 Seasons,,,2010 - 2015
Daniel Martz,35.0,,12/7/1981,287.0,75.0,Alabama,danielmartz/2520281,,,Retired,,0 Season,,,2006 - 2006
Mike Caussin,30.0,"Springfield , VA",2/26/1987,243.0,77.0,James Madison,mikecaussin/2507979,,,Retired,,5 Seasons,,,2010 - 2014
Steve Thompson,,"Aurora , IL",6/24/1965,275.0,74.0,Minnesota,stevethompson/2527361,,,Retired,,1 Season,,,1987 - 1987
Jon Bostic,26.0,"Mims , FL",5/5/1991,245.0,73.0,Florida,jonbostic/2539978,,LB,Active,Indianapolis Colts,5th season,Palm Beach Central HS,"Wellington, FL",
Kevin Elliott,28.0,"Fayetteville , NC",12/21/1988,205.0,75.0,Florida A&M,kevinelliott/2535710,,,Retired,,3 Seasons,,,2012 - 2014
MacArthur Lane,75.0,"Oakland , CA",3/16/1942,220.0,73.0,Utah State,macarthurlane/2519050,,,Retired,,11 Seasons,,,1968 - 1978
Jack Dempsey,,"Scranton , PA",3/12/1912,225.0,74.0,Bucknell,jackdempsey/2512782,,,Retired,,2 Seasons,,,1934 - 1937
Bob Agler,,"Columbus , OH",3/13/1924,208.0,73.0,Otterbein,bobagler/2508260,,,Retired,,2 Seasons,,,1948 - 1949
Torry McTyer,22.0,"Los Angeles , CA",4/10/1995,174.0,72.0,Nevada-Las Vegas,torrymctyer/2559053,,DB,Active,Miami Dolphins,Rookie,,,
Lanston Tanyi,26.0,,10/20/1990,258.0,74.0,Colorado State,lanstontanyi/2542033,,,Retired,,1 Season,,,2013 - 2013
Markus Thomas,46.0,,7/12/1970,192.0,70.0,Eastern Kentucky,markusthomas/2503313,,,Retired,,1 Season,,,1993 - 1993
Chris Linnin,60.0,"Pasadena , CA",5/4/1957,255.0,76.0,Washington,chrislinnin/2519553,,,Retired,,1 Season,,,1980 - 1980
Mike McCaffrey,71.0,"Bakersfield , CA",4/11/1946,235.0,75.0,California,mikemccaffrey/2520493,,,Retired,,1 Season,,,1970 - 1970
Albert Wilson,24.0,"Fort Pierce , FL",7/12/1992,200.0,69.0,Georgia State,albertwilson/2550272,12.0,WR,Active,Kansas City Chiefs,4th season,Port St. Lucie HS,FL,
Haruki Nakamura,31.0,"Elyria , OH",4/18/1986,205.0,70.0,Cincinnati,harukinakamura/4295,,,Retired,,6 Seasons,,,2008 - 2013
Quincy Carter,39.0,"Decatur , GA",10/13/1977,217.0,74.0,Georgia,quincycarter/2504658,,,Retired,,4 Seasons,,,2001 - 2004
David Talley,,,,230.0,74.0,Grand Valley State,davidtalley/2559096,,LB,Active,Green Bay Packers,Rookie,,,
Frank Marchlewski,,"New Kensington , PA",10/14/1943,240.0,74.0,Minnesota,frankmarchlewski/2520123,,,Retired,,6 Seasons,,,1965 - 1970
Travis Roach,,"Hamilton , TX",3/18/1950,260.0,74.0,Texas,travisroach/2524240,,,Retired,,1 Season,,,1974 - 1974
Mike Edwards,27.0,"Pasadena , CA",12/14/1989,200.0,71.0,Texas-El Paso,mikeedwards/2541585,,,Retired,,1 Season,,,2013 - 2013
Tom Johnson,86.0,"Chicago , IL",1/19/1931,230.0,74.0,Michigan,tomjohnson/2517764,,,Retired,,1 Season,,,1952 - 1952
Will Tate,46.0,,2/5/1971,170.0,70.0,San Diego State,willtate/2503245,,,Retired,,1 Season,,,1994 - 1994
Christian Fauria,45.0,"Los Angeles , CA",9/22/1971,250.0,76.0,Colorado,christianfauria/2500604,,,Retired,,13 Seasons,,,1995 - 2007
Reggie Harrison,66.0,"Somerville , NJ",1/9/1951,218.0,71.0,Cincinnati,reggieharrison/2516012,,,Retired,,5 Seasons,,,1974 - 1978
Sean Mahan,37.0,"Tulsa , OK",5/28/1980,301.0,75.0,Notre Dame,seanmahan/2505533,,,Retired,,7 Seasons,,,2003 - 2009
Wayne Chrebet,43.0,"Garfield , NJ",8/14/1973,188.0,70.0,Hofstra,waynechrebet/2500068,,,Retired,,11 Seasons,,,1995 - 2005
Chris Godfrey,59.0,"Detroit , MI",5/17/1958,263.0,75.0,Michigan,chrisgodfrey/2514978,,,Retired,,6 Seasons,,,1980 - 1988
Aaron Tipoti,27.0,,1/4/1990,280.0,74.0,California,aarontipoti/2539210,,,Retired,,1 Season,,,2013 - 2013
John Cannon,56.0,"Long Branch , NJ",7/30/1960,260.0,77.0,William & Mary,johncannon/2511019,,,Retired,,9 Seasons,,,1982 - 1990
Randy Palmer,41.0,"Pleasanton , TX",11/12/1975,235.0,76.0,Texas A&M - Kingsville,randypalmer/2502392,,,Retired,,1 Season,,,1999 - 1999
Tim Waldron,,,,195.0,,Gonzaga,timwaldron/2528072,,,Retired,,1 Season,,,1927 - 1927
Jim Ward,72.0,"Frederick , MD",7/16/1944,196.0,74.0,Gettysburg,jimward/2528222,,,Retired,,3 Seasons,,,1967 - 1971
Tom Barrington,,"Lima , OH",1/29/1944,213.0,73.0,Ohio State,tombarrington/2509080,,,Retired,,5 Seasons,,,1966 - 1970
Clarence LeBlanc,40.0,"River Ridge , LA",3/26/1977,205.0,75.0,LSU,clarenceleblanc/2504339,,,Retired,,3 Seasons,,,2001 - 2003
Clarence Self,,"Birmingham , AL",10/10/1925,181.0,68.0,Wisconsin,clarenceself/2525308,,,Retired,,6 Seasons,,,1949 - 1955
Chike Okeafor,41.0,"West Lafayette , IN",3/27/1976,256.0,77.0,Purdue,chikeokeafor/2502348,,,Retired,,11 Seasons,,,1999 - 2009
Robbie Nichols,70.0,"Cleveland , OK",11/17/1946,220.0,75.0,Tulsa,robbienichols/2522130,,,Retired,,2 Seasons,,,1970 - 1971
Joe Martin,,,,,,,joemartin/2520252,,,Retired,,,,,1921 - 1921
Eric King,35.0,"Baltimore , MD",5/10/1982,190.0,70.0,Wake Forest,ericking/2506491,,,Retired,,6 Seasons,,,2005 - 2010
Ahmaad Galloway,37.0,"Millington , TN",3/10/1980,223.0,71.0,Alabama,ahmaadgalloway/2505615,,,Retired,,1 Season,,,2003 - 2003
Bryce Williams,24.0,"Lexington , NC",2/24/1993,260.0,77.0,East Carolina,brycewilliams/2556709,,TE,Active,Seattle Seahawks,1st season,North Davidson HS,"Lexington, NC",
Shane Vereen,28.0,"Valencia , CA",3/2/1989,205.0,70.0,California,shanevereen/2495473,34.0,RB,Active,New York Giants,7th season,Valencia HS,CA,
Reagan Maui'a,32.0,American Samoa,7/6/1984,265.0,72.0,Hawaii,reaganmaui'a/2507228,,,Retired,,6 Seasons,,,2007 - 2012
Duane Pettitt,52.0,"Long Beach , CA",11/2/1964,265.0,76.0,San Diego State,duanepettitt/2523130,,,Retired,,1 Season,,,1987 - 1987
Bill Lajousky,,Vilna Lithuania,4/18/1913,200.0,71.0,Catholic,billlajousky/2518991,,,Retired,,1 Season,,,1936 - 1936
Devon Kennard,25.0,"Tempe , AZ",6/24/1991,251.0,75.0,USC,devonkennard/2543869,59.0,OLB,Active,New York Giants,4th season,Desert Vista HS,"Phoenix, AZ",
Sandro Vitiello,59.0,Broccastella Italy,2/21/1958,197.0,74.0,Massachusetts,sandrovitiello/2527989,,,Retired,,1 Season,,,1980 - 1980
Doug Barnett,57.0,"Montebello , CA",4/12/1960,253.0,75.0,Azusa Pacific,dougbarnett/2509039,,,Retired,,4 Seasons,,,1982 - 1987
Jimmy Kennedy,37.0,"Yonkers , NY",11/15/1979,302.0,76.0,Penn State,jimmykennedy/2505655,,,Retired,,9 Seasons,,,2003 - 2011
Larry Olsonoski,,"Lancaster , MN",9/10/1925,214.0,74.0,Minnesota,larryolsonoski/2522482,,,Retired,,2 Seasons,,,1948 - 1949
Fred Carr,70.0,"Phoenix , AZ",8/19/1946,238.0,77.0,Texas-El Paso,fredcarr/2511124,,,Retired,,10 Seasons,,,1968 - 1977
Van Davis,,"Philomath , GA",10/5/1921,215.0,74.0,Georgia,vandavis/2512641,,,Retired,,3 Seasons,,,1947 - 1949
Michael L. Lewis,45.0,"New Orleans , LA",11/14/1971,173.0,68.0,No College,michaell.lewis/2504215,,,Retired,,7 Seasons,,,2001 - 2007
Koa Misi,30.0,"Santa Rosa , CA",1/17/1987,256.0,75.0,Utah,koamisi/496820,55.0,OLB,Active,Miami Dolphins,8th season,Montgomery HS,"Santa Rosa, CA",
Jehu Chesson,23.0,Monrovia Liberia,12/29/1993,203.0,75.0,Michigan,jehuchesson/2557866,,WR,Active,Kansas City Chiefs,Rookie,Ladue Horton Watkins HS,"St. Louis, MO",
Don Nelson,,"Moline , IL",5/12/1915,200.0,70.0,Iowa,donnelson/2522021,,,Retired,,1 Season,,,1937 - 1937
Rick Eber,72.0,"Torrance , CA",4/17/1945,185.0,72.0,Tulsa,rickeber/2513430,,,Retired,,3 Seasons,,,1968 - 1970
Dave Rader,60.0,"Wichita , KS",3/9/1957,215.0,75.0,Tulsa,daverader/2523678,,,Retired,,1 Season,,,1979 - 1979
Ray Wagner,,"Buffalo , NY",2/25/1902,172.0,70.0,Columbia,raywagner/2528051,,,Retired,,3 Seasons,,,1929 - 1931
John Walton,69.0,"Elizabeth City , NC",10/4/1947,210.0,74.0,Elizabeth City State,johnwalton/2528196,,,Retired,,4 Seasons,,,1976 - 1979
Eric Pike,26.0,"Silver Springs , MD",3/19/1991,298.0,77.0,Towson,ericpike/2550384,,,Retired,,1 Season,,,2014 - 2014
Chuck Fenenbock,99.0,"Oakland , CA",8/28/1917,174.0,69.0,UCLA,chuckfenenbock/2513935,,,Retired,,5 Seasons,,,1943 - 1948
Houston Bates,26.0,"Pineville , LA",12/20/1990,252.0,75.0,Louisiana Tech,houstonbates/2553915,96.0,LB,Active,Washington Redskins,3rd season,St. Paul's HS,"Covington, LA",
Freddie Barnes,30.0,,12/6/1986,210.0,71.0,Bowling Green State,freddiebarnes/1037361,,,Retired,,1 Season,,,2010 - 2010
Ricky Andrews,51.0,Western Samoa,4/14/1966,236.0,74.0,Washington,rickyandrews/2508559,,,Retired,,1 Season,,,1990 - 1990
Eric Zeier,44.0,"Pensacola , FL",9/6/1972,214.0,73.0,Georgia,ericzeier/2503851,,,Retired,,6 Seasons,,,1995 - 2000
Ron Hallstrom,57.0,"Holden , MA",6/11/1959,286.0,78.0,Iowa,ronhallstrom/2500982,,,Retired,,12 Seasons,,,1982 - 1993
Al Netter,27.0,,7/21/1989,310.0,78.0,Northwestern,alnetter/2534238,,,Retired,,2 Seasons,,,2012 - 2014
Corey Thomas,42.0,"Wilson , NC",6/6/1975,164.0,72.0,Duke,coreythomas/2503297,,,Retired,,1 Season,,,1998 - 1998
Joel Stave,25.0,"Greenfield , WI",5/16/1992,230.0,77.0,Wisconsin,joelstave/2556687,,QB,Active,Kansas City Chiefs,1st season,Whitnall HS,"Greenfield, WI",
Dennis Johnson,27.0,"North Little Rock , AR",2/24/1990,193.0,67.0,Arkansas,dennisjohnson/2539936,,,Retired,,2 Seasons,,,2013 - 2014
Joe D'Orazio,,"Albion , NY",10/5/1914,220.0,71.0,Ithaca,joed'orazio/2513072,,,Retired,,1 Season,,,1944 - 1944
Gavin Escobar,26.0,"New York , NY",2/3/1991,260.0,78.0,San Diego State,gavinescobar/2540211,,TE,Active,Kansas City Chiefs,5th season,Santa Margarita HS,"Rancho Santa Margarita, CA",
Bruce Matthews,55.0,"Raleigh , NC",8/8/1961,305.0,77.0,USC,brucematthews/2501911,,,Retired,,19 Seasons,,,1983 - 2001
Ryan Taylor,29.0,"Winston Salem , NC",11/16/1987,254.0,75.0,North Carolina,ryantaylor/2508137,,,Retired,,5 Seasons,,,2011 - 2015
Jim McCann,68.0,"Phoenix , AZ",3/29/1949,163.0,74.0,Arizona State,jimmccann/2520513,,,Retired,,4 Seasons,,,1971 - 1975
Bill Kimber,81.0,"Winter Park , FL",1/31/1936,192.0,74.0,Florida State,billkimber/2518448,,,Retired,,3 Seasons,,,1959 - 1961
Roy Young,,"Abbeville , LA",9/11/1917,215.0,74.0,Texas A&M,royyoung/2529576,,,Retired,,1 Season,,,1938 - 1938
Jim Riley,71.0,"Galveston , TX",7/6/1945,250.0,76.0,Oklahoma,jimriley/2524180,,,Retired,,5 Seasons,,,1967 - 1971
Tom Glassic,63.0,"Elizabeth , NJ",4/17/1954,254.0,75.0,Virginia,tomglassic/2514945,,,Retired,,8 Seasons,,,1976 - 1983
Ted Larsen,29.0,"Miami , FL",6/13/1987,315.0,74.0,North Carolina State,tedlarsen/497026,,OG,Active,Miami Dolphins,8th season,Palm Harbor University HS,FL,
Tom Nutten,45.0,"Toledo , OH",6/8/1971,295.0,77.0,Western Michigan,tomnutten/2502320,,,Retired,,8 Seasons,,,1995 - 2005
Tyler Catalina,24.0,,1/24/1993,314.0,78.0,Georgia,tylercatalina/2558871,,OT,Active,Washington Redskins,Rookie,,,
Josh Gaines,31.0,"Ft. Wayne , IN",9/27/1985,274.0,73.0,Penn State,joshgaines/2507594,,,Retired,,1 Season,,,2009 - 2009
Vince Carreker,53.0,"Columbus , OH",8/21/1963,183.0,72.0,Cincinnati,vincecarreker/2511141,,,Retired,,1 Season,,,1987 - 1987
Demetrius Fields,26.0,,7/7/1990,210.0,72.0,Northwestern,demetriusfields/2541977,,,Retired,,1 Season,,,2013 - 2013
Dante Blackmon,23.0,,9/28/1993,185.0,71.0,Kennesaw St. (GA),danteblackmon/2559317,,DB,Active,Indianapolis Colts,Rookie,Eastside HS,"Covington, GA",
Tre Boston,24.0,"Victoria , TX",6/25/1992,205.0,73.0,North Carolina,treboston/2543830,,DB,Active,Los Angeles Chargers,4th season,North Fort Myers HS,FL,
Jesse Baker,59.0,"Conyers , GA",7/10/1957,269.0,77.0,Jacksonville State,jessebaker/2508876,,,Retired,,9 Seasons,,,1979 - 1987
R.J. Archer,29.0,,8/5/1987,220.0,74.0,William & Mary,r.j.archer/2508608,,,Retired,,3 Seasons,,,2010 - 2015
Blaine Gabbert,27.0,"Chesterfield , MO",10/15/1989,235.0,76.0,Missouri,blainegabbert/2495441,,QB,Active,Arizona Cardinals,7th season,Parkway West HS,"Ballwin, MO",
Patsy Martinelli,,"Dunmore , PA",7/27/1919,227.0,72.0,Scranton,patsymartinelli/2520272,,,Retired,,1 Season,,,1946 - 1946
Bud Gorman,,"Halder , WI",6/27/1896,210.0,,No College,budgorman/2515105,,,Retired,,3 Seasons,,,1922 - 1924
Drew Olson,34.0,"San Francisco , CA",4/6/1983,222.0,74.0,UCLA,drewolson/2506840,,,Retired,,2 Seasons,,,2006 - 2007
Michael Mayes,50.0,"Deridder , LA",8/17/1966,182.0,70.0,LSU,michaelmayes/2501927,,,Retired,,3 Seasons,,,1989 - 1991
Ed McAleney,63.0,"Portland , ME",9/21/1953,235.0,74.0,Massachusetts,edmcaleney/2520463,,,Retired,,1 Season,,,1976 - 1976
Aaron Tevis,28.0,,12/4/1988,234.0,75.0,Boise State,aarontevis/2535611,,,Retired,,1 Season,,,2012 - 2012
Terry Fair,40.0,"Phoenix , AZ",7/20/1976,191.0,70.0,Tennessee,terryfair/2500585,,,Retired,,6 Seasons,,,1998 - 2005
Scott Fitzkee,60.0,"York , PA",4/8/1957,187.0,72.0,Penn State,scottfitzkee/2514098,,,Retired,,4 Seasons,,,1979 - 1982
Timothy Wright,27.0,,4/7/1990,220.0,76.0,Rutgers,timothywright/2541768,83.0,TE,Unsigned free agent,Detroit Lions,5th season,Wall HS,NJ,
Josh Johnson,31.0,"Oakland , CA",5/15/1986,215.0,75.0,San Diego,joshjohnson/264,8.0,QB,Active,New York Giants,7th season,Oakland Technical HS,CA,
Ryan Denney,39.0,"Denver , CO",6/15/1977,264.0,79.0,Brigham Young,ryandenney/2505059,,,Retired,,9 Seasons,,,2002 - 2010
Collins Ukwu,27.0,"Nashville , TN",1/6/1990,260.0,76.0,Kentucky,collinsukwu/2541758,,,Retired,,1 Season,,,2013 - 2013
Lemar Marshall,40.0,"Cincinnati , OH",12/17/1976,225.0,74.0,Michigan State,lemarmarshall/2501877,,,Retired,,7 Seasons,,,2001 - 2007
Joe Arenas,91.0,"Cedar Rapids , IA",12/12/1925,180.0,71.0,Nebraska-Omaha,joearenas/2508615,,,Retired,,7 Seasons,,,1951 - 1957
Montique Sharpe,37.0,"Washington , DC",3/10/1980,296.0,74.0,Wake Forest,montiquesharpe/2505545,,,Retired,,1 Season,,,2003 - 2003
Jim Leonhard,34.0,"Ladysmith , WI",10/27/1982,188.0,68.0,Wisconsin,jimleonhard/2506279,,,Retired,,10 Seasons,,,2005 - 2014
Geno Smith,26.0,"Lakemont , GA",10/10/1990,221.0,75.0,West Virginia,genosmith/2539335,,QB,Active,New York Giants,5th season,Miramar HS,FL,
Marvin Goodwin,44.0,,9/21/1972,199.0,72.0,UCLA,marvingoodwin/2500841,,,Retired,,1 Season,,,1994 - 1994
Jarrod Harper,,,,212.0,73.0,West Virginia,jarrodharper/2559330,,DB,Active,Jacksonville Jaguars,Rookie,,,
Don Wemple,,"Gloversville , NY",10/14/1917,195.0,74.0,Colgate,donwemple/2528523,,,Retired,,1 Season,,,1941 - 1941
Reggie Porter,22.0,,7/13/1994,190.0,71.0,Utah,reggieporter/2558897,,CB,Active,Indianapolis Colts,Rookie,,,
Keith DeLong,49.0,"San Diego , CA",8/14/1967,235.0,74.0,Tennessee,keithdelong/2500364,,,Retired,,5 Seasons,,,1989 - 1993
Toimi Jarvi,,"Dekalb , IL",2/28/1920,200.0,72.0,Northern Illinois,toimijarvi/2517427,,,Retired,,2 Seasons,,,1944 - 1945
Erik Jensen,36.0,,10/11/1980,253.0,74.0,Iowa,erikjensen/2505948,,,Retired,,1 Season,,,2004 - 2007
Frank Ferrara,41.0,"Brooklyn , NY",12/7/1975,280.0,75.0,Rhode Island,frankferrara/2500615,,,Retired,,3 Seasons,,,2001 - 2003
Brian Waters,40.0,"Waxahachie , TX",2/18/1977,320.0,75.0,North Texas,brianwaters/2503872,,,Retired,,14 Seasons,,,2000 - 2013
Chris Canty,41.0,"Long Beach , CA",3/30/1976,185.0,69.0,Kansas State,chriscanty/2499988,,,Retired,,4 Seasons,,,1997 - 2000
Stevie Baggs,35.0,"Fort Lauderdale , FL",12/30/1981,240.0,73.0,Bethune-Cookman,steviebaggs/2506124,,,Retired,,2 Seasons,,,2010 - 2012
Sean Estrada,32.0,"Orange , CA",5/23/1985,305.0,76.0,Pennsylvania,seanestrada/2507157,,,Retired,,1 Season,,,2007 - 2007
William Sanborn,,,,,,,williamsanborn/2524841,,,Retired,,,,,1921 - 1921
Roy Scholl,,"Bethlehem , PA",9/15/1904,205.0,68.0,Lehigh,royscholl/2525096,,,Retired,,1 Season,,,1929 - 1929
John Greco,32.0,"Ravenna , OH",3/24/1985,318.0,76.0,Toledo,johngreco/238,77.0,G,Active,Cleveland Browns,10th season,Boardman HS,"Youngstown, OH",
Tom Beer,72.0,"Detroit , MI",12/21/1944,235.0,76.0,Houston,tombeer/2509303,,,Retired,,6 Seasons,,,1967 - 1972
Don Yeisley,,"Chelsea , IA",1/21/1904,185.0,73.0,Chicago,donyeisley/2529511,,,Retired,,2 Seasons,,,1927 - 1928
George Baldwin,,"Washington , DC",5/3/1902,190.0,71.0,Virginia,georgebaldwin/2508914,,,Retired,,1 Season,,,1925 - 1925
John Riggins,67.0,"Centralla , KS",8/4/1949,230.0,74.0,Kansas,johnriggins/2524163,,,Retired,,14 Seasons,,,1971 - 1985
Paul Lea,,"New Orleans , LA",2/10/1929,240.0,74.0,Tulane,paullea/2519208,,,Retired,,1 Season,,,1951 - 1951
Hal Ledyard,,"Montgomery , AL",7/7/1931,185.0,72.0,Tennessee-Chattanooga,halledyard/2519254,,,Retired,,1 Season,,,1953 - 1953
Kendell Watkins,44.0,"Jackson , MS",3/8/1973,282.0,73.0,Mississippi State,kendellwatkins/2503561,,,Retired,,2 Seasons,,,1995 - 1996
Brian Allen,37.0,"Ontario , CA",4/20/1980,205.0,69.0,Stanford,brianallen/2505178,,,Retired,,3 Seasons,,,2002 - 2004
Mike Katrishen,,"Hazleton , PA",5/7/1922,214.0,73.0,Southern Mississippi,mikekatrishen/2518179,,,Retired,,2 Seasons,,,1948 - 1949
Omar Jacobs,33.0,"Delray Beach , FL",3/3/1984,224.0,76.0,Bowling Green State,omarjacobs/2495864,,,Retired,,1 Season,,,2006 - 2006
Joey Harris,36.0,"Houston , TX",12/18/1980,205.0,70.0,Purdue,joeyharris/2505756,,,Retired,,1 Season,,,2004 - 2004
Richard Johnson,53.0,"Harvey , IL",9/16/1963,195.0,73.0,Wisconsin,richardjohnson/2501451,,,Retired,,8 Seasons,,,1985 - 1992
Dave Philistin,30.0,,9/24/1986,235.0,73.0,Maryland,davephilistin/2507619,,,Retired,,1 Season,,,2009 - 2009
Mickey Kobrosky,,"Springfield , MA",2/22/1915,187.0,72.0,Trinity (Conn.),mickeykobrosky/2518668,,,Retired,,1 Season,,,1937 - 1937
